,step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,rn,rn2
406669,18,CASH_IN,27849.55,C1402345322,21396.0,49245.55,C1068543577,0.0,0.0,0,1.0,1.0
468183,19,CASH_OUT,7504.64,C314926336,13737.0,6232.36,C1068543577,0.0,197163.95,0,1.0,2.0
468432,19,CASH_OUT,189659.31,C1369767725,0.0,0.0,C1068543577,7504.64,197163.95,0,1.0,3.0
576341,29,CASH_OUT,268641.82,C2038670336,268641.82,0.0,C1068543577,197163.95,465805.77,1,1.0,4.0
592612,33,CASH_OUT,405184.52,C113949631,0.0,0.0,C1068543577,465805.77,870990.29,0,1.0,5.0
687964,36,CASH_OUT,167831.25,C1368552235,0.0,0.0,C1068543577,870990.29,1038821.54,0,1.0,6.0
717277,37,CASH_OUT,393413.98,C1498961558,0.0,0.0,C1068543577,1038821.54,1432235.52,0,1.0,7.0
853175,41,CASH_OUT,429333.72,C272135125,0.0,0.0,C1068543577,1432235.52,1861569.24,0,1.0,8.0
1162160,132,CASH_IN,40947.74,C968207495,7499523.18,7540470.91,C1068543577,1861569.24,1820621.5,0,1.0,9.0
1341791,137,CASH_IN,377295.4,C2130171324,20567.0,397862.4,C1068543577,1820621.5,1443326.1,0,1.0,10.0
1909356,166,CASH_OUT,128953.91,C955840092,0.0,0.0,C1068543577,1443326.1,1572280.02,0,1.0,11.0
2927653,229,TRANSFER,1303183.77,C847288252,0.0,0.0,C1068543577,1572280.02,2875463.79,0,1.0,12.0
3604500,264,CASH_OUT,118386.54,C316317771,97432.79,0.0,C1068543577,2875463.79,2993850.32,0,1.0,13.0
3669051,276,TRANSFER,418567.61,C311738063,14833.0,0.0,C1068543577,2993850.32,3412417.93,0,1.0,14.0
4146886,303,TRANSFER,1904196.98,C1523592647,0.0,0.0,C1068543577,3412417.93,5316614.91,0,1.0,15.0
4185542,305,CASH_IN,40364.57,C57322124,7071322.38,7111686.95,C1068543577,5316614.91,5276250.34,0,1.0,16.0
5053073,354,CASH_OUT,46505.8,C1262324455,0.0,0.0,C1068543577,5276250.34,5322756.14,0,1.0,17.0
5265686,372,CASH_IN,32828.51,C1914600041,3251470.22,3284298.73,C1068543577,5322756.14,5289927.63,0,1.0,18.0
5889233,403,CASH_OUT,98027.68,C94043974,0.0,0.0,C1068543577,5289927.63,5387955.32,0,1.0,19.0
3780672,280,CASH_IN,14304.57,C1997906194,10123.0,24427.57,C1068730301,422510.0,408205.43,0,1.0,1.0
4035288,299,CASH_IN,106880.0,C605770204,27779.0,134659.0,C1068730301,47105.3,0.0,0,1.0,2.0
5223520,370,CASH_OUT,289241.7,C466012025,260527.0,0.0,C1068730301,0.0,289241.7,0,1.0,3.0
5522327,380,CASH_OUT,130352.07,C166945310,102608.0,0.0,C1068730301,289241.7,419593.77,0,1.0,4.0
6175293,564,CASH_OUT,3968964.4,C1383952651,3968964.4,0.0,C1068730301,419593.77,4388558.17,1,1.0,5.0
1897894,165,CASH_IN,30335.17,C1928796052,32780.0,63115.17,C1068882086,36610.79,6275.63,0,1.0,1.0
2065617,181,CASH_OUT,67139.1,C2140060106,41873.0,0.0,C1068882086,6275.63,73414.73,0,1.0,2.0
5174015,358,CASH_OUT,42268.69,C1370888974,0.0,0.0,C1068882086,73414.73,115683.41,0,1.0,3.0
6264914,612,CASH_OUT,346183.99,C2146001467,346183.99,0.0,C1068882086,115683.41,461867.4,1,1.0,4.0
3510073,259,CASH_OUT,159010.72,C1396596824,11563.0,0.0,C1070499276,21865.36,180876.08,0,1.0,1.0
4230042,306,CASH_OUT,207615.47,C1936083844,6829.0,0.0,C1070499276,180876.08,388491.56,0,1.0,2.0
4382000,311,CASH_OUT,18630.28,C1784509636,0.0,0.0,C1070499276,388491.56,407121.83,0,1.0,3.0
4628683,329,CASH_OUT,51024.55,C1094159903,19737.0,0.0,C1070499276,407121.83,458146.38,0,1.0,4.0
5219730,370,CASH_IN,54119.05,C1925244175,737328.46,791447.5,C1070499276,458146.38,404027.33,0,1.0,5.0
6051403,493,CASH_OUT,57300.36,C1159594722,0.0,0.0,C1070499276,404027.33,461327.69,0,1.0,6.0
6112212,526,CASH_OUT,210525.95,C1023831762,210525.95,0.0,C1070499276,461327.69,671853.64,1,1.0,7.0
2763099,213,CASH_OUT,22948.26,C190932686,24669.0,1720.74,C1071160283,0.0,22948.26,0,1.0,1.0
3801365,281,CASH_OUT,29460.21,C1044937523,17661.0,0.0,C1071160283,22948.26,52408.47,0,1.0,2.0
6227092,591,CASH_OUT,221107.56,C348872847,221107.56,0.0,C1071160283,52408.47,273516.03,1,1.0,3.0
4687336,331,CASH_OUT,190722.15,C365801387,639.0,0.0,C1071787427,0.0,190722.15,0,1.0,1.0
5537261,381,TRANSFER,34140.48,C1020429063,0.0,0.0,C1071787427,190722.15,224862.63,0,1.0,2.0
5865702,403,CASH_OUT,52635.38,C550959047,80835.0,28199.62,C1071787427,224862.63,277498.02,0,1.0,3.0
6305734,684,CASH_OUT,459.38,C24326875,459.38,0.0,C1071787427,277498.02,277957.4,1,1.0,4.0
4706475,331,CASH_OUT,168432.69,C2025225030,29145.0,0.0,C1072409344,0.0,140776.26,0,1.0,1.0
4719263,332,CASH_IN,27656.43,C1667924718,435376.53,463032.96,C1072409344,168432.69,140776.26,0,1.0,2.0
5085919,355,CASH_IN,91205.79,C2052596297,4983119.95,5074325.74,C1072409344,140776.26,49570.47,0,1.0,3.0
5987935,411,CASH_OUT,6370726.84,C523292689,6370726.84,0.0,C1072409344,49570.47,6420297.31,1,1.0,4.0
6239948,595,TRANSFER,319688.13,C1873542873,0.0,0.0,C1072409344,6420297.31,6739985.45,0,1.0,5.0
3140719,236,CASH_OUT,146271.09,C1238319639,20475.0,0.0,C1072558316,0.0,146271.09,0,1.0,1.0
3243782,250,CASH_IN,19580.12,C1563020757,2576616.79,2596196.91,C1072558316,146271.09,126690.97,0,1.0,2.0
3895605,284,CASH_OUT,82677.69,C1417723746,0.0,0.0,C1072558316,126690.97,209368.66,0,1.0,3.0
4489581,324,CASH_OUT,2174.75,C2146200430,0.0,0.0,C1072558316,209368.66,211543.41,0,1.0,4.0
4684331,331,CASH_IN,13695.16,C1448177019,9868852.22,9882547.37,C1072558316,211543.41,197848.25,0,1.0,5.0
5329649,374,CASH_OUT,43990.89,C1834810368,0.0,0.0,C1072558316,197848.25,241839.14,0,1.0,6.0
5407109,378,CASH_OUT,394181.64,C957928269,65882.0,0.0,C1072558316,241839.14,636020.78,0,1.0,7.0
5619463,395,CASH_IN,133228.79,C587719715,1393520.23,1526749.02,C1072558316,636020.78,502791.99,0,1.0,8.0
6020792,466,TRANSFER,1854805.33,C934026062,22100.0,0.0,C1072558316,502791.99,2357597.32,0,1.0,9.0
6351142,699,CASH_OUT,181545.14,C1305964333,181545.14,0.0,C1072558316,2357597.32,2539142.46,1,1.0,10.0
4624034,329,CASH_OUT,254832.73,C13680050,11106.0,0.0,C1072661124,0.0,254832.73,0,1.0,1.0
6009616,441,CASH_OUT,107363.54,C1926290864,107363.54,0.0,C1072661124,254832.73,362196.27,1,1.0,2.0
6121589,538,CASH_IN,127974.08,C957696202,22829.0,150803.08,C1072661124,362196.27,234222.19,0,1.0,3.0
2296928,187,CASH_OUT,18220.84,C184629111,19228.0,1007.16,C1072775403,178306.43,196527.26,0,1.0,1.0
3764669,279,CASH_IN,21008.51,C1575162369,8046.0,29054.51,C1072775403,196527.26,175518.75,0,1.0,2.0
4949383,351,CASH_OUT,148981.76,C506974755,0.0,0.0,C1072775403,175518.75,324500.52,0,1.0,3.0
4995316,352,CASH_IN,76960.58,C958419443,4792525.39,4869485.98,C1072775403,324500.52,247539.93,0,1.0,4.0
5241742,371,CASH_OUT,122480.71,C1361388816,0.0,0.0,C1072775403,247539.93,370020.64,0,1.0,5.0
6062547,503,CASH_IN,74678.88,C1058736810,524310.77,598989.65,C1072775403,370020.64,295341.76,0,1.0,6.0
6261061,609,CASH_OUT,112363.33,C351362934,112363.33,0.0,C1072775403,295341.76,407705.09,1,1.0,7.0
3203936,249,CASH_IN,122561.73,C994812670,1184076.14,1306637.87,C1072804612,974234.04,851672.31,0,1.0,1.0
3550430,260,CASH_IN,319958.98,C76117432,20869.0,340827.98,C1072804612,851672.31,531713.33,0,1.0,2.0
3739727,278,TRANSFER,180666.42,C1933017840,0.0,0.0,C1072804612,531713.33,712379.75,0,1.0,3.0
3832327,282,CASH_OUT,39554.78,C332313366,0.0,0.0,C1072804612,712379.75,751934.53,0,1.0,4.0
4373918,311,CASH_IN,212601.47,C1470298741,1463019.51,1675620.98,C1072804612,751934.53,539333.06,0,1.0,5.0
4663197,330,TRANSFER,30831.47,C645756942,163452.0,132620.53,C1072804612,539333.06,570164.54,0,1.0,6.0
5373037,376,CASH_OUT,139970.51,C1114058342,24767.0,0.0,C1072804612,570164.54,710135.05,0,1.0,7.0
5655074,396,CASH_OUT,13942.95,C1296526370,0.0,0.0,C1072804612,710135.05,724078.0,0,1.0,8.0
5966537,406,CASH_IN,250018.83,C1471191022,6640514.92,6890533.75,C1072804612,724078.0,474059.17,0,1.0,9.0
6281802,652,CASH_OUT,2911505.23,C1312139303,2911505.23,0.0,C1072804612,474059.17,3385564.4,1,1.0,10.0
301612,15,CASH_IN,77331.94,C2133195268,843483.0,920814.94,C1072897246,27712.0,0.0,0,1.0,1.0
2051043,181,CASH_IN,211431.75,C1575209068,9417.0,220848.75,C1072897246,0.0,0.0,0,1.0,2.0
3043135,234,CASH_OUT,306394.21,C556346138,31183.0,0.0,C1072897246,0.0,306394.21,0,1.0,3.0
3109345,235,CASH_IN,101374.89,C744417138,13213.0,114587.89,C1072897246,306394.21,205019.32,0,1.0,4.0
3155489,237,CASH_IN,11567.98,C392409695,271849.74,283417.72,C1072897246,205019.32,193451.34,0,1.0,5.0
3325710,253,CASH_IN,52523.25,C200102044,7435266.5,7487789.74,C1072897246,193451.34,140928.1,0,1.0,6.0
4054731,300,CASH_OUT,211985.88,C1949509807,174753.0,0.0,C1072897246,140928.1,352913.97,0,1.0,7.0
4684291,331,CASH_IN,334128.19,C1416357883,1862253.26,2196381.45,C1072897246,352913.97,18785.78,0,1.0,8.0
5792470,401,CASH_OUT,19511.35,C956252470,19511.35,0.0,C1072897246,18785.78,38297.13,1,1.0,9.0
2449478,203,DEBIT,579.8,C1276729992,300.0,0.0,C1072954107,2116.77,2696.58,0,1.0,1.0
2515501,205,CASH_OUT,124227.49,C439754778,10461.0,0.0,C1072954107,2696.58,126924.06,0,1.0,2.0
2940712,230,CASH_OUT,204478.73,C345365713,40151.0,0.0,C1072954107,126924.06,331402.79,0,1.0,3.0
3086307,235,CASH_OUT,115269.54,C857038048,0.0,0.0,C1072954107,331402.79,446672.33,0,1.0,4.0
3516673,259,CASH_OUT,71340.64,C922217330,49317.0,0.0,C1072954107,446672.33,518012.97,0,1.0,5.0
3545581,260,CASH_OUT,227541.82,C254504852,0.0,0.0,C1072954107,518012.97,745554.79,0,1.0,6.0
4839629,347,CASH_IN,462812.8,C796393117,16852339.22,17315152.02,C1072954107,745554.79,282741.99,0,1.0,7.0
5066563,354,CASH_IN,259938.91,C1291599871,9172663.88,9432602.79,C1072954107,282741.99,22803.08,0,1.0,8.0
6010944,446,CASH_OUT,2720647.79,C398909840,2720647.79,0.0,C1072954107,22803.08,2743450.86,1,1.0,9.0
3220029,250,CASH_IN,135362.09,C964753542,26.0,135388.09,C1072956803,36458.25,0.0,0,1.0,1.0
3380683,254,TRANSFER,1071198.98,C1559516926,20702.0,0.0,C1072956803,0.0,1071198.98,0,1.0,2.0
3730331,278,CASH_IN,128480.92,C1026560710,1620797.6,1749278.52,C1072956803,1071198.98,942718.06,0,1.0,3.0
3834707,282,CASH_OUT,79850.56,C1243326549,0.0,0.0,C1072956803,942718.06,1022568.62,0,1.0,4.0
4190729,305,CASH_OUT,30982.89,C745763462,0.0,0.0,C1072956803,1022568.62,1053551.51,0,1.0,5.0
4803739,346,CASH_IN,146860.33,C1864202276,11164.0,158024.33,C1072956803,1053551.51,906691.18,0,1.0,6.0
5089699,355,CASH_IN,101481.62,C54669168,5286146.23,5387627.86,C1072956803,906691.18,805209.56,0,1.0,7.0
6009618,441,CASH_OUT,1032168.79,C1659569966,1032168.79,0.0,C1072956803,805209.56,1837378.34,1,1.0,8.0
553048,22,CASH_OUT,299105.72,C1509730670,82676.0,0.0,C1073000277,0.0,299105.72,0,1.0,1.0
635801,35,CASH_OUT,27364.5,C1280196557,0.0,0.0,C1073000277,299105.72,326470.22,0,1.0,2.0
665052,36,CASH_OUT,47971.72,C446876563,52.0,0.0,C1073000277,326470.22,475538.22,0,1.0,3.0
668046,36,CASH_OUT,101096.28,C48511865,0.0,0.0,C1073000277,374441.94,475538.22,0,1.0,4.0
842823,41,CASH_OUT,19293.49,C84355693,46419.0,27125.51,C1073000277,475538.22,494831.71,0,1.0,5.0
1007856,46,CASH_IN,153620.45,C426985071,37805.0,191425.45,C1073000277,494831.71,341211.27,0,1.0,6.0
1155730,131,CASH_OUT,182865.11,C1150348159,50555.0,0.0,C1073000277,341211.27,524076.38,0,1.0,7.0
1272115,135,CASH_OUT,26432.15,C516011720,0.0,0.0,C1073000277,524076.38,550508.53,0,1.0,8.0
1300483,136,CASH_IN,304288.61,C1209226527,0.0,304288.61,C1073000277,550508.53,246219.93,0,1.0,9.0
1511359,150,CASH_OUT,67653.75,C277332716,67653.75,0.0,C1073000277,246219.93,313873.68,1,1.0,10.0
1674682,158,CASH_OUT,143594.17,C80918125,0.0,0.0,C1073000277,313873.68,457467.84,0,1.0,11.0
1738854,161,CASH_OUT,331752.74,C13862328,10725.0,0.0,C1073000277,457467.84,789220.58,0,1.0,12.0
2181307,185,CASH_OUT,2053.88,C542547193,11475.0,9421.12,C1073000277,789220.58,791274.47,0,1.0,13.0
2870287,227,CASH_OUT,409695.66,C1844673510,0.0,0.0,C1073000277,791274.47,1200970.13,0,1.0,14.0
3081667,235,CASH_IN,274691.31,C141672858,516599.66,791290.98,C1073000277,1200970.13,926278.82,0,1.0,15.0
3193986,249,TRANSFER,94829.79,C1107212836,0.0,0.0,C1073000277,926278.82,1021108.6,0,1.0,16.0
3912431,284,CASH_OUT,229802.28,C252583951,0.0,0.0,C1073000277,1021108.6,1250910.88,0,1.0,17.0
5258741,372,CASH_OUT,296121.98,C586311344,0.0,0.0,C1073000277,1250910.88,1547032.87,0,1.0,18.0
1106718,130,CASH_IN,99555.11,C753787512,0.0,99555.11,C1073858020,35283.13,0.0,0,1.0,1.0
1175358,132,CASH_IN,364949.69,C1458003182,1482.0,366431.69,C1073858020,0.0,0.0,0,1.0,2.0
1251448,134,CASH_OUT,331890.12,C744392860,21124.0,0.0,C1073858020,0.0,331890.12,0,1.0,3.0
1264903,135,CASH_OUT,210899.79,C1260889509,225213.07,14313.28,C1073858020,331890.12,542789.92,0,1.0,4.0
1267923,135,DEBIT,2279.92,C558582677,0.0,0.0,C1073858020,542789.92,545069.83,0,1.0,5.0
1824014,163,CASH_IN,135375.34,C1160865742,2769478.7,2904854.04,C1073858020,545069.83,409694.49,0,1.0,6.0
1938783,177,CASH_OUT,387071.57,C939877456,0.0,0.0,C1073858020,409694.49,796766.06,0,1.0,7.0
2185779,185,TRANSFER,851690.17,C1246529757,11561.0,0.0,C1073858020,796766.06,1648456.23,0,1.0,8.0
2283360,187,CASH_OUT,25993.01,C1332754201,0.0,0.0,C1073858020,1648456.23,1674449.24,0,1.0,9.0
2374819,191,TRANSFER,399083.85,C1298197111,0.0,0.0,C1073858020,1674449.24,2073533.09,0,1.0,10.0
2445847,203,CASH_OUT,117078.2,C1558663372,279545.65,162467.45,C1073858020,2073533.09,2190611.29,0,1.0,11.0
2714633,211,CASH_IN,197201.63,C910979701,1281.0,198482.63,C1073858020,2190611.29,2186671.31,0,1.0,12.0
2742432,212,CASH_OUT,193261.65,C858296145,135846.99,0.0,C1073858020,1993409.66,2186671.31,0,1.0,13.0
2770187,213,CASH_OUT,81922.04,C1144729045,374080.0,292157.96,C1073858020,2186671.31,2268593.35,0,1.0,14.0
2802116,225,CASH_OUT,504412.28,C1357108490,0.0,0.0,C1073858020,2268593.35,2773005.63,0,1.0,15.0
2835831,226,CASH_IN,183279.59,C147813450,25704.0,208983.59,C1073858020,2773005.63,4091417.3,0,1.0,16.0
2862252,227,TRANSFER,1501691.27,C648225111,0.0,0.0,C1073858020,2589726.04,4091417.3,0,1.0,17.0
3127822,236,TRANSFER,89760.63,C238205396,0.0,0.0,C1073858020,4091417.3,4181177.93,0,1.0,18.0
3537055,259,CASH_IN,93075.85,C379896323,21333.0,114408.85,C1073858020,4181177.93,4088102.08,0,1.0,19.0
3606786,264,CASH_IN,25989.5,C1635550030,5026259.26,5052248.76,C1073858020,4088102.08,4062112.58,0,1.0,20.0
4088319,301,CASH_OUT,16293.58,C52953800,25451.05,9157.47,C1073858020,4062112.58,4078406.16,0,1.0,21.0
4138389,303,CASH_OUT,420611.09,C676203221,0.0,0.0,C1073858020,4078406.16,4499017.25,0,1.0,22.0
4316185,308,DEBIT,230.67,C19606810,274708.09,274477.42,C1073858020,4499017.25,4499247.92,0,1.0,23.0
4583070,328,TRANSFER,1030169.26,C514202450,0.0,0.0,C1073858020,4499247.92,5529417.18,0,1.0,24.0
4789517,345,CASH_OUT,175978.47,C1910063625,0.0,0.0,C1073858020,5529417.18,5705395.65,0,1.0,25.0
5449765,379,CASH_IN,295218.66,C127887601,11296142.56,11591361.22,C1073858020,5705395.65,5410176.99,0,1.0,26.0
5512364,380,CASH_OUT,226295.69,C1644375907,0.0,0.0,C1073858020,5410176.99,5636472.68,0,1.0,27.0
5670088,397,TRANSFER,2643490.85,C1924782757,0.0,0.0,C1073858020,5636472.68,8279963.54,0,1.0,28.0
5700235,398,CASH_OUT,225715.88,C861358023,0.0,0.0,C1073858020,8279963.54,8505679.42,0,1.0,29.0
5980853,408,CASH_OUT,116925.51,C302775614,0.0,0.0,C1073858020,8505679.42,8622604.94,0,1.0,30.0
6259536,601,CASH_OUT,74854.93,C696765995,74854.93,0.0,C1073858020,8622604.94,8697459.86,1,1.0,31.0
322688,16,CASH_IN,307676.85,C985503061,63716.0,371392.85,C1073905576,21302.0,279008.13,0,1.0,1.0
330593,16,CASH_OUT,312126.34,C1308409874,20725.0,0.0,C1073905576,0.0,279008.13,0,1.0,2.0
433720,18,CASH_OUT,178692.64,C1176316648,0.0,0.0,C1073905576,279008.13,457700.77,0,1.0,3.0
505200,20,CASH_OUT,229399.45,C1072197456,0.0,0.0,C1073905576,457700.77,687100.22,0,1.0,4.0
596627,33,CASH_IN,123715.43,C1127221987,9930000.91,10053716.34,C1073905576,687100.22,563384.78,0,1.0,5.0
775288,39,TRANSFER,290964.5,C103450156,0.0,0.0,C1073905576,563384.78,846785.82,0,1.0,6.0
781616,39,CASH_IN,57513.02,C285439592,4245447.35,4302960.37,C1073905576,854349.28,846785.82,0,1.0,7.0
794524,40,CASH_IN,43065.83,C2144249471,4575339.72,4618405.54,C1073905576,796836.26,846785.82,0,1.0,8.0
817257,40,CASH_OUT,93015.38,C1314821771,533106.9,440091.51,C1073905576,753770.44,846785.82,0,1.0,9.0
846022,41,CASH_OUT,568468.98,C150766309,0.0,0.0,C1073905576,846785.82,1415254.8,0,1.0,10.0
1001855,45,CASH_OUT,57516.92,C1860578205,190663.0,133146.08,C1073905576,1415254.8,1472771.72,0,1.0,11.0
1190343,132,CASH_OUT,246539.65,C990927646,1708.0,0.0,C1073905576,1472771.72,1719311.38,0,1.0,12.0
1239408,134,CASH_IN,222925.26,C509298982,2877579.22,3100504.48,C1073905576,1719311.38,1496386.12,0,1.0,13.0
1388071,139,CASH_IN,148069.72,C1898610673,5009172.76,5157242.48,C1073905576,1496386.12,1348316.4,0,1.0,14.0
2669049,210,CASH_OUT,63390.4,C8560425,0.0,0.0,C1073905576,1348316.4,1411706.79,0,1.0,15.0
2792491,215,CASH_IN,177988.4,C1004431775,175.0,178163.4,C1073905576,1411706.79,1233718.39,0,1.0,16.0
3100925,235,CASH_OUT,25978.11,C1135887879,0.0,0.0,C1073905576,1233718.39,1259696.5,0,1.0,17.0
4179214,304,CASH_OUT,324965.08,C1012256261,2162.0,0.0,C1073905576,1259696.5,1584661.58,0,1.0,18.0
4766995,334,CASH_IN,104316.54,C1392774,772024.5,876341.03,C1073905576,1584661.58,1480345.04,0,1.0,19.0
5313173,373,TRANSFER,652259.47,C621913772,232666.3,0.0,C1073905576,1480345.04,2132604.51,0,1.0,20.0
5870795,403,CASH_OUT,258002.81,C340466814,456274.0,198271.19,C1073905576,2132604.51,2390607.32,0,1.0,21.0
5928618,404,CASH_IN,22635.25,C701291550,17177749.13,17200384.38,C1073905576,2390607.32,2367972.08,0,1.0,22.0
6296740,679,CASH_OUT,198383.8,C799430524,198383.8,0.0,C1073905576,2367972.08,2566355.88,1,1.0,23.0
286826,15,CASH_OUT,155826.48,C1012295532,49879.0,0.0,C1075176822,0.0,155826.48,0,1.0,1.0
374758,17,CASH_IN,83914.45,C1636144556,651436.28,735350.73,C1075176822,155826.48,71912.03,0,1.0,2.0
470855,19,CASH_OUT,196745.0,C1859804814,22788.0,0.0,C1075176822,71912.03,443315.37,0,1.0,3.0
508971,20,TRANSFER,174658.33,C1956547630,9274.0,0.0,C1075176822,268657.03,443315.37,0,1.0,4.0
543456,21,CASH_OUT,119047.87,C1595781090,71836.14,0.0,C1075176822,443315.37,562363.24,0,1.0,5.0
600282,34,CASH_OUT,208948.28,C1201495576,198.0,0.0,C1075176822,562363.24,771311.52,0,1.0,6.0
886042,42,TRANSFER,104301.53,C541472910,39310.03,0.0,C1075176822,771311.52,875613.05,0,1.0,7.0
1030476,66,CASH_OUT,2322909.69,C548911578,2322909.69,0.0,C1075176822,875613.05,3198522.74,1,1.0,8.0
1244607,134,CASH_IN,217261.57,C1352553672,20168.0,237429.57,C1075176822,3198522.74,3344421.54,0,1.0,9.0
1245471,134,CASH_OUT,363160.37,C2026355591,0.0,0.0,C1075176822,2981261.17,3344421.54,0,1.0,10.0
1754697,161,CASH_OUT,8013.79,C1044870863,9914.0,1900.21,C1075176822,3344421.54,3352435.33,0,1.0,11.0
1846394,163,CASH_OUT,289686.77,C1497176068,0.0,0.0,C1075176822,3352435.33,5772163.2,0,1.0,12.0
1846762,163,TRANSFER,2130041.1,C1395457466,0.0,0.0,C1075176822,3642122.11,5772163.2,0,1.0,13.0
2164757,184,CASH_OUT,128971.19,C1909471847,0.0,0.0,C1075176822,5772163.2,5901134.39,0,1.0,14.0
2466008,203,TRANSFER,255426.01,C819683100,0.0,0.0,C1075176822,5901134.39,6156560.41,0,1.0,15.0
2737633,212,CASH_IN,340976.9,C762613606,1767409.96,2108386.86,C1075176822,6156560.41,5815583.51,0,1.0,16.0
3065600,234,CASH_OUT,145384.34,C691113889,0.0,0.0,C1075176822,5815583.51,5960967.85,0,1.0,17.0
3185369,239,CASH_IN,214775.72,C466746706,0.0,214775.72,C1075176822,5960967.85,5746192.13,0,1.0,18.0
3626906,274,CASH_IN,54303.43,C1848616053,1890987.57,1945291.0,C1075176822,5746192.13,5691888.71,0,1.0,19.0
3637884,274,CASH_IN,208731.15,C874155799,7514732.11,7723463.26,C1075176822,5691888.71,5483157.55,0,1.0,20.0
3684718,276,TRANSFER,1753204.96,C756542824,0.0,0.0,C1075176822,5483157.55,7236362.52,0,1.0,21.0
3767502,280,CASH_IN,40030.58,C1095566551,11246.0,51276.58,C1075176822,7236362.52,7196331.93,0,1.0,22.0
3900766,284,CASH_OUT,270916.04,C1772658090,19949.0,0.0,C1075176822,7196331.93,7467247.97,0,1.0,23.0
4417307,322,CASH_OUT,241387.28,C524686386,0.0,0.0,C1075176822,7467247.97,7708635.25,0,1.0,24.0
4516648,325,CASH_OUT,68975.24,C1742885030,310.0,0.0,C1075176822,7708635.25,7777610.49,0,1.0,25.0
4954214,351,CASH_IN,373384.25,C1345612475,5461286.09,5834670.35,C1075176822,7777610.49,7404226.24,0,1.0,26.0
3727865,278,CASH_OUT,255814.07,C1185629767,11020.0,0.0,C1076657596,0.0,255814.07,0,1.0,1.0
3730318,278,CASH_IN,66666.55,C929917313,86616.13,153282.68,C1076657596,255814.07,189147.52,0,1.0,2.0
3841371,282,CASH_IN,50867.04,C740355150,90164.0,141031.04,C1076657596,189147.52,138280.48,0,1.0,3.0
4216846,305,CASH_OUT,55001.81,C561326215,0.0,0.0,C1076657596,138280.48,193282.28,0,1.0,4.0
4343699,308,CASH_IN,72101.27,C568022608,15398688.52,15470789.79,C1076657596,193282.28,121181.01,0,1.0,5.0
4584813,328,CASH_OUT,474467.2,C1621566840,474467.2,0.0,C1076657596,121181.01,295538.25,1,1.0,6.0
4592020,328,CASH_IN,300109.96,C721055337,6828561.74,7128671.7,C1076657596,595648.21,295538.25,0,1.0,7.0
5189643,369,CASH_OUT,196593.27,C1304037247,16162.0,0.0,C1076657596,295538.25,492131.52,0,1.0,8.0
5724311,398,CASH_OUT,236466.54,C1452227447,0.0,0.0,C1076657596,492131.52,728598.06,0,1.0,9.0
5894604,403,CASH_IN,82267.17,C2045382100,3282448.64,3364715.8,C1076657596,728598.06,646330.89,0,1.0,10.0
6045057,492,TRANSFER,480808.21,C1842890958,1498.52,0.0,C1076657596,646330.89,1127139.11,0,1.0,11.0
6105422,525,CASH_IN,284779.76,C217369607,3749240.57,4034020.34,C1076657596,1127139.11,842359.35,0,1.0,12.0
649968,35,CASH_OUT,190226.78,C523168652,8012.0,0.0,C1076792770,0.0,190226.78,0,1.0,1.0
762339,38,CASH_OUT,176626.2,C959708983,1731.0,0.0,C1076792770,190226.78,366852.97,0,1.0,2.0
975149,44,CASH_OUT,130035.17,C113689693,0.0,0.0,C1076792770,366852.97,611331.38,0,1.0,3.0
977108,44,CASH_OUT,114443.24,C1284373723,0.0,0.0,C1076792770,496888.14,611331.38,0,1.0,4.0
1050140,95,CASH_IN,37814.3,C296436716,2622629.02,2660443.31,C1076792770,611331.38,573517.09,0,1.0,5.0
1059673,116,CASH_OUT,2694857.26,C1699838041,2694857.26,0.0,C1076792770,573517.09,3268374.34,1,1.0,6.0
1112142,130,TRANSFER,248599.36,C1404302318,0.0,0.0,C1076792770,3268374.34,3596757.94,0,1.0,7.0
1118256,130,CASH_OUT,79784.24,C1927128831,133108.04,53323.81,C1076792770,3516973.71,3596757.94,0,1.0,8.0
1335616,137,TRANSFER,678431.25,C267887559,279.0,0.0,C1076792770,3596757.94,4275189.19,0,1.0,9.0
1397137,139,CASH_OUT,100529.48,C91084774,0.0,0.0,C1076792770,4275189.19,4375718.67,0,1.0,10.0
1588246,155,CASH_OUT,614564.7,C966830180,0.0,0.0,C1076792770,4375718.67,4990283.37,0,1.0,11.0
1663314,158,CASH_IN,297387.82,C2130590983,146748.69,444136.51,C1076792770,4990283.37,4692895.55,0,1.0,12.0
2130614,183,DEBIT,4340.68,C1756155817,0.0,0.0,C1076792770,4692895.55,4697236.24,0,1.0,13.0
3645127,275,CASH_IN,20633.89,C1019969304,55431.0,76064.89,C1076792770,4697236.24,4676602.35,0,1.0,14.0
3878520,283,CASH_OUT,9184.69,C333473655,0.0,0.0,C1076792770,4676602.35,4685787.03,0,1.0,15.0
5333622,374,TRANSFER,906875.12,C1021296857,0.0,0.0,C1076792770,4685787.03,5592662.16,0,1.0,16.0
4438126,323,CASH_IN,153468.67,C924154273,20063.0,173531.67,C1077224856,0.0,0.0,0,1.0,1.0
5255813,371,CASH_OUT,345600.94,C596814277,15391.0,0.0,C1077224856,0.0,345600.94,0,1.0,2.0
5791802,401,CASH_OUT,4481768.26,C1705612559,4481768.26,0.0,C1077224856,345600.94,4827369.2,1,1.0,3.0
